LangID	CountryID	NameType	Name
aaa	NG	L	Ghotuo
aab	NG	D	Alumu
aab	NG	D	Tesu
aab	NG	DA	Arum
aab	NG	L	Alumu-Tesu
aab	NG	LA	Alumu
aab	NG	LA	Arum-Cesu
aab	NG	LA	Arum-Chessu
aab	NG	LA	Arum-Tesu
aac	PG	D	Serea
aac	PG	L	Ari
aad	PG	L	Amal
aad	PG	LA	Alai
aae	IT	D	Calabrian Albanian
aae	IT	D	Campo Marino Albanian
aae	IT	D	Central Mountain Albanian
aae	IT	D	Molise Albanian
aae	IT	D	Sicilian Albanian
aae	IT	L	Albanian, Arbëreshë
aae	IT	LA	Arbëreshë
aaf	IN	L	Aranadan
aaf	IN	LA	Aranatan
aaf	IN	LA	Arnatas
aaf	IN	LA	Eranadans
aag	PG	L	Ambrak
aah	PG	D	Matapau
aah	PG	L	Arapesh, Abu’
aah	PG	LA	Abu’
aah	PG	LA	Ua
aai	PG	D	Arifama
aai	PG	D	Miniafia
aai	PG	L	Miniafia Oyan
aai	PG	LA	Arifama-Miniafia
aai	PG	LA	Miniafia-Arifama
aak	PG	D	Ankai
aak	PG	D	Bu’u
aak	PG	D	Miyatnu
aak	PG	D	Sawuve
aak	PG	D	Wiyagwa
aak	PG	D	Wunavai
aak	PG	L	Ankave
aak	PG	LA	Angave
aal	CM	L	Afade
aal	CM	LA	Afadeh
aal	CM	LA	Affade
aal	CM	LA	Mandagué
aal	NG	L	Afade
aal	NG	LA	Afada
aal	NG	LA	Afadeh
aal	NG	LA	Affade
aal	NG	LA	Kotoko
aal	NG	LA	Mogari
aan	BR	L	Anambé
aao	DZ	L	Arabic, Algerian Saharan Spoken
aao	DZ	LA	Saharan Arabic
aao	DZ	LA	Tamanghasset Arabic
aao	DZ	LA	Tamanrasset Arabic
aao	NE	L	Arabic, Algerian Saharan Spoken
aap	BR	L	Arára, Pará
aap	BR	LA	Arára Bravos
aap	BR	LA	Ukarãngmã
aaq	US	D	Penobscot
aaq	US	DA	Penawahpskewi
aaq	US	L	Abenaki, Eastern
aaq	US	LA	Abenaki
aaq	US	LA	Alnombak
aaq	US	LA	Alnôbak
aaq	US	LA	Eastern Abnaki
aar	DJ	L	Afar
aar	DJ	LA	Afaraf
aar	DJ	LA	Qafar
aar	DJ	LA	Qafar af
aar	DJ	LA	ʿAfár af
aar	ER	D	Aussa
aar	ER	D	Ba’adu
aar	ER	D	Central Afar
aar	ER	D	Northern Afar
aar	ER	L	Afar
aar	ER	LA	Afaraf
aar	ER	LA	Qafar
aar	ER	LA	Qafar af
aar	ER	LA	ʿAfár af
aar	ET	D	Aussa
aar	ET	D	Baadu
aar	ET	D	Central Afar
aar	ET	D	Northern Afar
aar	ET	DA	Ba’adu
aar	ET	L	Afar
aar	ET	LA	Adal
aar	ET	LA	Afaraf
aar	ET	LA	Affar
aar	ET	LA	Affarigna
aar	ET	LA	Qafar
aar	ET	LA	Qafar af
aar	ET	LA	ʿAfár af
aas	TZ	L	Aasáx
aas	TZ	LA	Aasá
aas	TZ	LA	Aramanik
aas	TZ	LA	Asak
aas	TZ	LA	Asax
aas	TZ	LA	Assa
aas	TZ	LA	Asá
aas	TZ	LA	Il Konono
aas	TZ	LA	Lamanik
aat	GR	D	Northwestern Arvanitika
aat	GR	D	South Central Arvanitika
aat	GR	D	Thracean Arvanitika
aat	GR	L	Albanian, Arvanitika
aat	GR	LA	Arberichte
aat	GR	LA	Arbërisht
aat	GR	LA	Arvanitic
aat	GR	LA	Arvanitika
aau	PG	D	Central Abau
aau	PG	D	Downriver Abau
aau	PG	D	Downriver border Abau
aau	PG	D	Upriver Abau
aau	PG	DA	Oriyai
aau	PG	L	Abau
aau	PG	LA	Green River
aaw	PG	D	Arawe
aaw	PG	L	Solong
aaw	PG	LA	Arawe
aaw	PG	LA	Arove
aaw	PG	LA	Pililo
aax	ID	L	Mandobo Atas
aax	ID	LA	Dumut
aax	ID	LA	Kambon
aax	ID	LA	Kwem
aax	ID	LA	Mandobbo
aax	ID	LA	Nub
aax	ID	LA	Wambon
aaz	ID	D	Kotos
aaz	ID	D	Ro’is
aaz	ID	D	Ro’is Hero
aaz	ID	D	Ro’is Tais Nonof
aaz	ID	DA	Kopa
aaz	ID	L	Amarasi
aaz	ID	LA	Timor Amarasi
aaz	ID	LA	Uab Meto
aba	CI	D	Abbey-Ve
aba	CI	D	Kos
aba	CI	D	Morie
aba	CI	D	Tioffo
aba	CI	DA	Khos
aba	CI	L	Abé
aba	CI	LA	Abbey
aba	CI	LA	Abbé
aba	CI	LA	Abi
abb	CM	L	Bankon
abb	CM	LA	Abaw
abb	CM	LA	Abo
abb	CM	LA	Bo
abb	CM	LA	Bon
abc	PH	L	Ayta, Ambala
abc	PH	LA	Ambala Agta
abc	PH	LA	Ambala Sambal
abd	PH	L	Manide
abd	PH	LA	Abiyan
abd	PH	LA	Agta
abd	PH	LA	Camarinas Norte Agta
abe	CA	L	Abenaki, Western
abe	CA	LA	Abenaki
abe	CA	LA	Abenaqui
abe	CA	LA	Alnombak
abe	CA	LA	Alnôbak
abe	CA	LA	Saint Francis
abe	CA	LA	Western Abnaki
abe	US	L	Abenaki, Western
abe	US	LA	Alnombak
abe	US	LA	Alnôbak
abf	MY	L	Abai Sungai
abg	PG	L	Wagama
abg	PG	LA	Abaga
abg	PG	LA	Vaga
abg	PG	LA	Wagaba
abh	AF	D	Balkh Arabic
abh	AF	L	Arabic, Tajiki Spoken
abh	AF	LA	Arabi
abh	TJ	L	Arabic, Tajiki Spoken
abh	TJ	LA	Arabi
abh	TJ	LA	Bukhara Arabic
abh	TJ	LA	Buxara Arabic
abh	TJ	LA	Central Asian
abh	TJ	LA	Jugari
abh	TJ	LA	Tajiki Arabic
abi	CI	D	Enyembe
abi	CI	D	Ogbru
abi	CI	L	Abidji
abi	CI	LA	Abiji
abj	IN	L	Aka-Bea
abj	IN	LA	Aka-Beada
abj	IN	LA	Aka-Biada
abj	IN	LA	Bea
abj	IN	LA	Beada
abj	IN	LA	Biada
abj	IN	LA	Bogijiab
abj	IN	LA	Bojigniji
abj	IN	LA	Bojigyab
abk	GE	D	Abzhui
abk	GE	D	Bzyb
abk	GE	D	Samurzakan
abk	GE	L	Abkhaz
abk	GE	LA	Abxazo
abk	TR	D	Abzhui
abk	TR	D	Bzyb
abk	TR	D	Samurzakan
abk	TR	L	Abkhaz
abk	TR	LA	Abxazo
abl	ID	D	Abung
abl	ID	D	Melinting
abl	ID	D	Sukadana
abl	ID	D	Tulangbawang
abl	ID	L	Lampung Nyo
abl	ID	LA	Abung
abl	ID	LA	Lampong
abm	NG	L	Abanyom
abm	NG	LA	Abanyum
abm	NG	LA	Befun
abm	NG	LA	Bofon
abm	NG	LA	Mbofon
abn	NG	D	Central Abuan
abn	NG	D	Emughan
abn	NG	D	Okpeden
abn	NG	D	Otapha
abn	NG	DA	Otabha
abn	NG	L	Abua
abn	NG	LA	Abuan
abo	NG	L	Abon
abo	NG	LA	Abong
abo	NG	LA	Abõ
abo	NG	LA	Ba’ban
abp	PH	L	Ayta, Abellen
abp	PH	LA	Abenlen
abp	PH	LA	Aburlen Negrito
abp	PH	LA	Aburlin
abp	PH	LA	Ayta Abellen Sambal
abq	RU	D	Ashkaraua
abq	RU	D	Bezshagh
abq	RU	D	Tapanta
abq	RU	DA	Ashkar
abq	RU	DA	Ashxar
abq	RU	L	Abaza
abq	RU	LA	Abazin
abq	RU	LA	Abazintsy
abq	RU	LA	Ashuwa
abq	TR	D	Ashkaraua
abq	TR	D	Bezshagh
abq	TR	D	Tapanta
abq	TR	DA	Ashkar
abq	TR	L	Abaza
abq	TR	LA	Abazin
abq	TR	LA	Abazintsy
abq	TR	LA	Ahuwa
abr	CI	L	Abron
abr	CI	LA	Bron
abr	CI	LA	Brong
abr	CI	LA	Doma
abr	CI	LA	Gyaman
abr	GH	D	Bono
abr	GH	L	Abron
abr	GH	LA	Bron
abr	GH	LA	Brong
abr	GH	LA	Doma
abr	GH	LA	Gyaman
abs	ID	D	Dobo Malay
abs	ID	L	Malay, Ambonese
abs	ID	LA	Ambonese
abs	ID	LA	Ambong
abs	ID	LA	Bahasa Ambon
abs	ID	LA	Bahasa Melaju Ambon
abs	ID	LA	Malayu Ambon
abs	ID	LA	Moluccan (Maluku) Malay
abt	PG	D	Maprik
abt	PG	D	Wingei
abt	PG	D	Wosera-Kamu
abt	PG	D	Wosera-Mamu
abt	PG	L	Ambulas
abt	PG	LA	Abelam
abt	PG	LA	Abulas
abu	CI	L	Abure
abu	CI	LA	Abonwa
abu	CI	LA	Abouré
abu	CI	LA	Abule
abu	CI	LA	Akaplass
abu	CI	LA	Ehie
abu	CI	LA	Eyive
abu	CI	LA	Ossouon
abv	BH	D	Sunni Spoken Arabic
abv	BH	L	Arabic, Baharna Spoken
abv	BH	LA	Baharna
abv	BH	LA	Baharnah
abv	BH	LA	Bahraini Shi’ite Arabic
abv	OM	L	Arabic, Baharna Spoken
abw	PG	L	Pal
abw	PG	LA	Abasakur
abx	PH	L	Inabaknon
abx	PH	LA	Abaknon
abx	PH	LA	Abaknon Sama
abx	PH	LA	Capuleño
abx	PH	LA	Kapul
abx	PH	LA	Sama
aby	PG	D	Auwaka
aby	PG	D	Buniabura
aby	PG	D	Doma
aby	PG	D	Jari
aby	PG	D	Mori
aby	PG	L	Aneme Wake
aby	PG	LA	Abia
aby	PG	LA	Abie
abz	ID	D	Abui Barat
abz	ID	D	Abui Selatan
abz	ID	D	Alakaman
abz	ID	D	Atimelang
abz	ID	L	Abui
abz	ID	LA	Barue
abz	ID	LA	Namatalaki
aca	CO	L	Achagua
aca	CO	LA	Ajagua
aca	CO	LA	Xagua
acb	NG	L	Áncá
acb	NG	LA	Bunta
acd	GH	L	Gikyode
acd	GH	LA	Achode
acd	GH	LA	Akyode
acd	GH	LA	Chode
acd	GH	LA	Gichode
acd	GH	LA	Kyode
ace	ID	D	Banda Aceh
ace	ID	D	Baruh
ace	ID	D	Bueng
ace	ID	D	Daja
ace	ID	D	Pase
ace	ID	D	Pidie
ace	ID	D	Tunong
ace	ID	DA	Pedir
ace	ID	DA	Timu
ace	ID	L	Aceh
ace	ID	LA	Acehnese
ace	ID	LA	Achehnese
ace	ID	LA	Achinese
ace	ID	LA	Basa Acèh
acf	DM	L	Dominican Creole French
acf	DM	LA	Kwèyòl
acf	DM	LA	Patois
acf	DM	LA	Patwa
acf	GD	L	Grenadian Creole French
acf	GD	LA	Lesser Antillean Creole French
acf	GD	LA	Patois
acf	GD	LA	Patwa
acf	LC	L	Saint Lucian Creole French
acf	LC	LA	Grenadian Creole French
acf	LC	LA	Kwéyòl
acf	LC	LA	Lesser Antillean Creole French
acf	LC	LA	Patois
acf	LC	LA	Patwa
acf	TT	L	Trinidadian Creole French
acf	TT	LA	Lesser Antillean Creole French
acf	TT	LA	Patois
acf	TT	LA	Patwa
ach	SS	L	Acholi
ach	SS	LA	Acoli
ach	SS	LA	Acooli
ach	SS	LA	Akoli
ach	SS	LA	Atscholi
ach	SS	LA	Dok Acoli
ach	SS	LA	Gang
ach	SS	LA	Log Acoli
ach	SS	LA	Lwo
ach	SS	LA	Shuli
ach	UG	D	Dhopaluo
ach	UG	DA	Chope
ach	UG	DA	Chopi
ach	UG	L	Acholi
ach	UG	LA	Acoli
ach	UG	LA	Acooli
ach	UG	LA	Akoli
ach	UG	LA	Atscholi
ach	UG	LA	Dok Acoli
ach	UG	LA	Gang
ach	UG	LA	Log Acoli
ach	UG	LA	Lwo
ach	UG	LA	Lwoo
ach	UG	LA	Lëbacoli
ach	UG	LA	Shuli
aci	IN	L	Aka-Cari
aci	IN	LA	Cari
aci	IN	LA	Chariar
ack	IN	L	Aka-Kora
ack	IN	LA	Kora
acl	IN	L	Akar-Bale
acl	IN	LA	Bale
acl	IN	LA	Balwa
acm	IQ	L	Arabic, Mesopotamian Spoken
acm	IQ	LA	Arabic
acm	IQ	LA	Baghdadi
acm	IQ	LA	Furati
acm	IQ	LA	Iraqi Arabic
acm	IQ	LA	Mesopotamian Gelet Arabic
acm	IR	D	Khuzistani Arabic
acm	IR	L	Arabic, Mesopotamian Spoken
acm	IR	LA	Arabi
acm	IR	LA	Mesopotamian Gelet Arabic
acm	SY	D	Euphrates Cluster
acm	SY	L	Arabic, Mesopotamian Spoken
acm	SY	LA	Furati
acm	SY	LA	Mesopotamian Gelet Arabic
acm	SY	LA	North Syrian Arabic
acm	TR	D	Syrian Šāwi
acm	TR	L	Arabic, Mesopotamian Spoken
acm	TR	LA	Mesopotamian Gelet Arabic
acn	CN	D	Husa
acn	CN	D	Lianghe
acn	CN	D	Longchuan
acn	CN	D	Luxi
acn	CN	DA	Chintaw
acn	CN	DA	Xiandao
acn	CN	L	Achang
acn	CN	LA	Acang
acn	CN	LA	Ach’ang
acn	CN	LA	Achung
acn	CN	LA	Ahchan
acn	CN	LA	Atsang
acn	CN	LA	Maingtha
acn	CN	LA	Mönghsa
acn	CN	LA	Ngac’ang
acn	CN	LA	Ngacang
acn	CN	LA	Ngachang
acn	CN	LA	Ngatsang
acn	CN	LA	Ngo Chang
acn	CN	LA	Ngochang
acn	CN	LA	Xiandao
acn	MM	D	Maingtha
acn	MM	L	Ngochang
acn	MM	LA	Acang
acn	MM	LA	Achang
acn	MM	LA	Anchan
acn	MM	LA	Atsang
acn	MM	LA	Chung
acn	MM	LA	Maingtha
acn	MM	LA	Manmaw
acn	MM	LA	Mönghsa
acn	MM	LA	Ngac’ang
acn	MM	LA	Ngachang
acn	MM	LA	Tai Sa’
acp	NG	D	Bobi
acp	NG	D	Boroma
acp	NG	D	Randeggi
acp	NG	DA	Taboroma
acp	NG	L	Acipa, Eastern
acp	NG	LA	Achipa
acp	NG	LA	Acipanci
acp	NG	LA	Zubazuba
acq	DJ	L	Arabic, Ta’izzi-Adeni Spoken
acq	DJ	LA	Djibouti Arabic
acq	YE	D	Adeni
acq	YE	D	Ta’izzi
acq	YE	L	Arabic, Ta’izzi-Adeni Spoken
acq	YE	LA	Southern Yemeni Spoken Arabic
acr	GT	D	Cubulco Achi
acr	GT	D	Maya Achi
acr	GT	DA	Rabinal Achi
acr	GT	L	Achi
acr	GT	LA	Qach’a’teem
acs	BR	L	Acroá
acs	BR	LA	Coroá
act	NL	L	Achterhoeks
act	NL	LA	Aachterhoeks
act	NL	LA	Achterhoek
acu	EC	L	Achuar-Shiwiar
acu	EC	LA	Achiar Chicham
acu	EC	LA	Achual
acu	EC	LA	Achuale
acu	EC	LA	Achuar
acu	EC	LA	Achuar Chicham
acu	EC	LA	Achuar-Shiwiara
acu	EC	LA	Achuara
acu	EC	LA	Jivaro
acu	EC	LA	Maina
acu	EC	LA	Mayna
acu	EC	LA	Shiwiar Chicham
acu	PE	D	Achuar
acu	PE	D	Shiwiar
acu	PE	L	Achuar-Shiwiar
acu	PE	LA	Achual
acu	PE	LA	Achuale
acu	PE	LA	Achuar
acu	PE	LA	Achuar Chicham
acu	PE	LA	Achuara
acu	PE	LA	Jivaro
acu	PE	LA	Maina
acv	US	L	Achumawi
acv	US	LA	Achomawi
acv	US	LA	Pitt River
acw	AE	L	Arabic, Hijazi Spoken
acw	ER	L	Arabic, Hijazi Spoken
acw	ER	LA	Rashaida
acw	ER	LA	Rashida
acw	SA	D	Coastal Tihaamah
acw	SA	D	North Hijazi
acw	SA	D	South Hijazi
acw	SA	D	Valley Tihaamah
acw	SA	L	Arabic, Hijazi Spoken
acw	SA	LA	Hejazi Arabic
acw	SA	LA	West Arabian Colloquial Arabic
acx	KE	L	Arabic, Omani Spoken
acx	OM	L	Arabic, Omani Spoken
acx	OM	LA	Omani Hadari Arabic
acx	TZ	L	Arabic, Omani Spoken
acy	CY	L	Arabic, Cypriot Spoken
acy	CY	LA	Cypriot Maronite Arabic
acy	CY	LA	Kormakiti
acy	CY	LA	Maronite
acy	CY	LA	Sanna
acz	SD	D	Gandok
acz	SD	D	Garong
acz	SD	D	Gathuk
acz	SD	DA	Eastern Acheron
acz	SD	DA	Western Acheron
acz	SD	L	Acheron
acz	SD	LA	Aceron
acz	SD	LA	Achurun
acz	SD	LA	Asheron
acz	SD	LA	Garme
ada	GH	D	Ada
ada	GH	D	Gbugbla
ada	GH	D	Krobo
ada	GH	D	Ningo
ada	GH	D	Osu
ada	GH	D	Shai
ada	GH	L	Dangme
ada	GH	LA	Adaŋgbi
ada	GH	LA	Adangme
adb	TL	D	Munaseli Pandai
adb	TL	D	Rahesuk
adb	TL	D	Raklungu
adb	TL	D	Resuk
adb	TL	L	Adabe
adb	TL	LA	Ataura
adb	TL	LA	Atauran
adb	TL	LA	Atauro
adb	TL	LA	Atauru
adb	TL	LA	Raklu Un
adb	TL	LA	Raklu-Un
add	CM	L	Lidzonka
add	CM	LA	Adere
add	CM	LA	Adiri
add	CM	LA	Arderi
add	CM	LA	Dzodinka
add	CM	LA	Dzodzinka
add	NG	L	Lidzonka
add	NG	LA	Adere
add	NG	LA	Adiri
add	NG	LA	Dzodinka
ade	GH	D	Lower Adele
ade	GH	L	Adele
ade	GH	LA	Bidire
ade	GH	LA	Gidire
ade	TG	D	Upper Adele
ade	TG	L	Adele
ade	TG	LA	Bedere
ade	TG	LA	Bidire
ade	TG	LA	Gadre
ade	TG	LA	Gidere
ade	TG	LA	Gidire
adf	OM	L	Arabic, Dhofari Spoken
adf	OM	LA	Dhofari
adf	OM	LA	Zofari
adg	AU	L	Andegerebinha
adg	AU	LA	Andigibinha
adg	AU	LA	Antekerrepenh
adg	AU	LA	Antekerrepinhe
adh	UG	L	Adhola
adh	UG	LA	Badama
adh	UG	LA	Dhopadhola
adh	UG	LA	Jopadhola
adh	UG	LA	Ludama
adi	CN	L	Luoba, Boga’er
adi	CN	LA	Abor
adi	CN	LA	Adi
adi	CN	LA	Adi-Bokar
adi	CN	LA	Bengni-Boga’er
adi	CN	LA	Boga’er
adi	CN	LA	Bokar
adi	CN	LA	Lho-Pa
adi	CN	LA	Lhoba
adi	IN	D	Ashing
adi	IN	D	Bokar
adi	IN	D	Bori
adi	IN	D	Karko
adi	IN	D	Komkar
adi	IN	D	Milang
adi	IN	D	Minyong
adi	IN	D	Padam
adi	IN	D	Pailibo
adi	IN	D	Pangi
adi	IN	D	Pasi
adi	IN	D	Ramo
adi	IN	D	Shimong
adi	IN	D	Tangam
adi	IN	DA	Boga’er Luoba
adi	IN	DA	Milan
adi	IN	L	Adi
adi	IN	LA	Abhor
adi	IN	LA	Abor
adi	IN	LA	Boga’er Luoba
adi	IN	LA	Lhoba
adi	IN	LA	Luoba
adj	CI	L	Adioukrou
adj	CI	LA	Adjukru
adj	CI	LA	Adyoukrou
adj	CI	LA	Adyukru
adj	CI	LA	Ajukru
adj	CI	LA	Mɔjukru
adj	CI	LA	Mojukru
adl	IN	D	Karka
adl	IN	D	Lare
adl	IN	D	Pugo
adl	IN	L	Adi, Galo
adl	IN	LA	Adi
adl	IN	LA	Adi-Gallong
adl	IN	LA	Adi-Galo
adl	IN	LA	Gallong
adl	IN	LA	Galo
adl	IN	LA	Galong
adn	ID	D	Aimoli
adn	ID	L	Adang
adn	ID	LA	Alor
ado	PG	D	Abu
ado	PG	D	Auwa
ado	PG	D	Sabu
ado	PG	L	Abu
ado	PG	LA	Adjora
ado	PG	LA	Adjoria
ado	PG	LA	Azao
adq	GH	L	Adangbe
adq	GH	LA	Adan
adq	GH	LA	Adantonwi
adq	GH	LA	Agotime
adq	GH	LA	Dangbe
adq	TG	L	Adangbe
adq	TG	LA	Adan
adq	TG	LA	Adantonwi
adq	TG	LA	Agotime
adq	TG	LA	Dangbe
adr	ID	D	East Adonara
adr	ID	D	East Solor
adr	ID	D	West Adonara
adr	ID	L	Adonara
adr	ID	LA	Nusa Tadon
adr	ID	LA	Sagu
adr	ID	LA	Vaiverang
adr	ID	LA	Waiwerang
ads	GH	L	Adamorobe Sign Language
ads	GH	LA	AdaSL
adt	AU	L	Adnyamathanha
adt	AU	LA	Ad’n’amadana
adt	AU	LA	Adynyamathanha
adt	AU	LA	Anjimatana
adt	AU	LA	Anjiwatana
adt	AU	LA	Archualda
adt	AU	LA	Atynyamatana
adt	AU	LA	Benbakanjamata
adt	AU	LA	Binbarnja
adt	AU	LA	Gadjnjamada
adt	AU	LA	Jandali
adt	AU	LA	Kanjimata
adt	AU	LA	Keydnjmarda
adt	AU	LA	Mardala
adt	AU	LA	Nimalda
adt	AU	LA	Nuralda
adt	AU	LA	Umbertana
adt	AU	LA	Unyamootha
adt	AU	LA	Wailbi
adt	AU	LA	Wailpi
adt	AU	LA	Waljbi
adt	AU	LA	Wipie
adu	NG	L	Aduge
adw	BR	L	Amundava
adw	BR	LA	Amondawa
adw	BR	LA	Amundawa
adx	CN	D	Hbrogpa
adx	CN	D	Panang
adx	CN	D	Rongba
adx	CN	D	Rongmahbrogpa
adx	CN	D	Rtahu
adx	CN	DA	Banag
adx	CN	DA	Banang
adx	CN	DA	Panags
adx	CN	DA	Panakha
adx	CN	DA	Pananag
adx	CN	DA	Sbanag
adx	CN	DA	Sbranag
adx	CN	L	Tibetan, Amdo
adx	CN	LA	Amdo
adx	CN	LA	Anduo
adx	CN	LA	Ngambo
adx	CN	LA	Panang
ady	IL	L	Adyghe
ady	IL	LA	Adygey
ady	IL	LA	West Circassian
ady	IQ	L	Adyghe
ady	IQ	LA	Adygey
ady	IQ	LA	West Circassian
ady	JO	L	Adyghe
ady	JO	LA	Adygey
ady	JO	LA	West Circassian
ady	RU	D	Abadzex
ady	RU	D	Bezhedukh
ady	RU	D	Natuzaj
ady	RU	D	Shapsug
ady	RU	D	Xakuchi
ady	RU	DA	Abadzakh
ady	RU	DA	Abadzeg
ady	RU	DA	Bzedux
ady	RU	DA	Bzhedug
ady	RU	DA	Chemgui
ady	RU	DA	Natukhai
ady	RU	DA	Sapsug
ady	RU	DA	Temirgoj
ady	RU	L	Adyghe
ady	RU	LA	Adygei
ady	RU	LA	Adygey
ady	RU	LA	Kiakh
ady	RU	LA	Kjax
ady	RU	LA	Lower Circassian
ady	RU	LA	Lowland Adyghe
ady	RU	LA	West Circassian
ady	RU	LA	Western Adyghe
ady	RU	LA	Western Circassian
ady	SY	L	Adyghe
ady	SY	LA	Adygey
ady	SY	LA	West Circassian
ady	TR	L	Adyghe
ady	TR	LA	Adygey
ady	TR	LA	Cherkes
adz	PG	D	Amari
adz	PG	D	Guruf-Ngariawang
adz	PG	D	Ngarowapum
adz	PG	D	Tsumanggorun
adz	PG	D	Yarus
adz	PG	DA	Ngariawan
adz	PG	L	Adzera
adz	PG	LA	Acira
adz	PG	LA	Atsera
adz	PG	LA	Atzera
adz	PG	LA	Azera
aea	AU	L	Areba
aeb	TN	D	North-Western Tunisian
aeb	TN	D	Sahil
aeb	TN	D	Sfax
aeb	TN	D	South-Eastern Tunisian
aeb	TN	D	South-Western Tunisian
aeb	TN	D	Tunis
aeb	TN	L	Arabic, Tunisian Spoken
aeb	TN	LA	Derja
aeb	TN	LA	Tunisian
aeb	TN	LA	Tunisian Arabic
aeb	TN	LA	Tunisian Darija
aec	EG	D	Middle Egypt Arabic
aec	EG	D	Upper Egypt Arabic
aec	EG	L	Arabic, Sa’idi Spoken
aec	EG	LA	Saidi Arabic
aec	EG	LA	Upper Egypt Arabic
aed	AR	D	Córdoba Sign Language
aed	AR	D	LSA
aed	AR	D	LSA puro
aed	AR	L	Argentine Sign Language
aed	AR	LA	LSA
aed	AR	LA	Lengua de Señas Argentina
aee	AF	D	Aret
aee	AF	D	Chalas
aee	AF	D	Kandak
aee	AF	D	Kurangal
aee	AF	D	Kurdar
aee	AF	DA	Chilas
aee	AF	L	Pashai, Northeast
aee	AF	LA	Northeast Pashayi
aee	AF	LA	Pashai
aek	NC	L	Haeke
aek	NC	LA	’Aeke
aek	NC	LA	Aeke
aek	NC	LA	Baco
aek	NC	LA	Haeake
ael	CM	L	Ambele
ael	CM	LA	Ambala
ael	CM	LA	Bata’o
ael	CM	LA	Lembala
aem	LA	D	Phòòngq
aem	LA	L	Arem
aem	LA	LA	Chombrau
aem	LA	LA	Chomrau
aem	LA	LA	Harème
aem	LA	LA	Kri
aem	LA	LA	Umo
aem	VN	L	Arem
aem	VN	LA	A-Rem
aem	VN	LA	Chombrau
aem	VN	LA	Chomrau
aem	VN	LA	Kri
aem	VN	LA	Umo
aen	AM	L	Armenian Sign Language
aeq	PK	D	Jamesabad Aer
aeq	PK	D	Jikrio Goth Aer
aeq	PK	L	Aer
aer	AU	D	Akarre
aer	AU	D	Antekerrepenh
aer	AU	D	Ikngerripenhe
aer	AU	D	Mparntwe Arrernte
aer	AU	D	Upper Aranda
aer	AU	L	Arrernte, Eastern
aer	AU	LA	Arrernte
aer	AU	LA	Arunta
aer	AU	LA	Eastern Aranda
aer	AU	LA	Upper Aranda
aeu	CN	L	Akeu
aeu	CN	LA	Ake
aeu	CN	LA	Aki
aeu	CN	LA	Akui
aeu	LA	L	Akeu
aeu	LA	LA	Aki
aeu	LA	LA	Akui
aeu	LA	LA	Gaolkheel
aeu	MM	L	Akeu
aeu	MM	LA	Akheu
aeu	MM	LA	Aki
aeu	MM	LA	Akui
aeu	MM	LA	Gaolkheel
aeu	TH	L	Akeu
aeu	TH	LA	Aki
aeu	TH	LA	Akui
aeu	TH	LA	Gaolkheel
aew	PG	D	Northern Ambakich
aew	PG	D	Southern Ambakich
aew	PG	DA	Antanau
aew	PG	L	Ambakich
aew	PG	LA	Aion
aew	PG	LA	Porapora
aey	PG	D	Haija
aey	PG	D	Huar
aey	PG	D	Jagahala
aey	PG	L	Amele
aey	PG	LA	Amale
aez	PG	L	Aeka
aez	PG	LA	Ajeka
afb	AE	L	Arabic, Gulf Spoken
afb	AE	LA	Gulf Arabic
afb	BH	D	Bahraini Gulf Arabic
afb	BH	L	Arabic, Gulf Spoken
afb	BH	LA	Gulf Arabic
afb	EG	L	Arabic, Gulf Spoken
afb	IQ	D	Zubair-Faau Arabic
afb	IQ	L	Arabic, Gulf Spoken
afb	IQ	LA	Gulf Arabic
afb	IR	D	Al-Hasâ
afb	IR	D	Khamseh
afb	IR	L	Arabic, Gulf Spoken
afb	IR	LA	Gulf Arabic
afb	KW	D	Kuwaiti Bedouin Arabic
afb	KW	D	Kuwaiti Hadari Arabic
afb	KW	L	Arabic, Gulf Spoken
afb	OM	L	Arabic, Gulf Spoken
afb	OM	LA	Bedawi
afb	OM	LA	Gulf Arabic
afb	OM	LA	Omani Bedawi Arabic
afb	QA	D	North Qatari Arabic
afb	QA	D	South Qatari Arabic
afb	QA	L	Arabic, Gulf Spoken
afb	QA	LA	Gulf Arabic
afb	QA	LA	Qatari
afb	SA	D	Al-Hasaa
afb	SA	L	Arabic, Gulf Spoken
afb	SA	LA	Gulf Spoken
afb	YE	L	Arabic, Gulf Spoken
afd	PG	L	Andai
afd	PG	LA	Pundungum
afd	PG	LA	Wangkai
afe	NG	D	Afrike
afe	NG	D	Irungene
afe	NG	D	Mgbenege
afe	NG	D	Okworogung
afe	NG	D	Ukwortung
afe	NG	D	Utugwang
afe	NG	DA	Aferike
afe	NG	DA	Mbe Afal
afe	NG	DA	Mbe East
afe	NG	DA	Mbube Eastern
afe	NG	DA	Ngbenege
afe	NG	DA	Obe
afe	NG	DA	Okorotung
afe	NG	DA	Otukwang
afe	NG	DA	Ukworogung
afe	NG	DA	Upper Mbe
afe	NG	DA	Utukwang
afe	NG	DA	Utumane
afe	NG	L	Utugwang-Irungene-Afrike
afe	NG	LA	Ebe Cluster
afe	NG	LA	Putukwam
afg	AF	L	Afghan Sign Language
afg	AF	LA	AFSL
afg	AF	LA	Afghan Sign
afi	PG	D	Akrukay
afi	PG	D	Andamang
afi	PG	L	Chini
afi	PG	LA	Akrukay
afk	PG	L	Nanubae
